Brand	Series	Model	Description
Canon	MF8350 imageCLASS	2660B001	Canon 118 High-Yield Magenta Toner Cartridge
Canon	MF8350 imageCLASS	2661B001	Canon 118 High-Yield Cyan Toner Cartridge
Canon	MF8350 imageCLASS	2659B001	Canon 118 High-Yield Yellow Toner Cartridge
Canon	MF8350 imageCLASS	2662B001	Canon 118 Black Toner Cartridge (2662B001)
Canon	MF8380Cdw imageCLASS	2660B001	Canon 118 High-Yield Magenta Toner Cartridge
Canon	MF8380Cdw imageCLASS	2661B001	Canon 118 High-Yield Cyan Toner Cartridge
Canon	MF8380Cdw imageCLASS	2659B001	Canon 118 High-Yield Yellow Toner Cartridge
Canon	MF8380Cdw imageCLASS	2662B001	Canon 118 Black Toner Cartridge (2662B001)
Canon	MF8450c imageCLASS
Canon	MF8580Cdw imageCLASS	2662B004	Canon 118 High-Yield Black Toner Cartridge, 2 Pack
Canon	MF8580Cdw imageCLASS	2660B001	Canon 118 High-Yield Magenta Toner Cartridge
Canon	MF8580Cdw imageCLASS	2661B001	Canon 118 High-Yield Cyan Toner Cartridge
Canon	MF8580Cdw imageCLASS	2659B001	Canon 118 High-Yield Yellow Toner Cartridge
Canon	MF8580Cdw imageCLASS	2662B001	Canon 118 Black Toner Cartridge (2662B001)
Canon	MF9150C imageCLASS	1657B017	Canon 111 Yellow Toner Cartridge (1657B008)
Canon	MF9150C imageCLASS	1658B016	Canon 111 Magenta Toner Cartridge (1658B008)
Canon	MF9150C imageCLASS	1659B016	Canon 111 Cyan Toner Cartridge (1659B008)
Canon	MF9170C imageCLASS	1657B017	Canon 111 Yellow Toner Cartridge (1657B008)
Canon	MF9170C imageCLASS	1658B016	Canon 111 Magenta Toner Cartridge (1658B008)
Canon	MF9170C imageCLASS	1659B016	Canon 111 Cyan Toner Cartridge (1659B008)
Canon	MF9220CDN imageCLASS	1657B017	Canon 111 Yellow Toner Cartridge (1657B008)
Canon	MF9220CDN imageCLASS	1658B016	Canon 111 Magenta Toner Cartridge (1658B008)
Canon	MF9220CDN imageCLASS	1659B016	Canon 111 Cyan Toner Cartridge (1659B008)
Canon	MF9280CDN imageCLASS	1657B017	Canon 111 Yellow Toner Cartridge (1657B008)
Canon	MF9280CDN imageCLASS	1658B016	Canon 111 Magenta Toner Cartridge (1658B008)
Canon	MF9280CDN imageCLASS	1659B016	Canon 111 Cyan Toner Cartridge (1659B008)
Canon	MG2120 PIXMA
Canon	MG2120 PIXMA
Canon	MG2120 PIXMA	IJCL241XL	fuzion Remanufactured Canon CL241XL Cyan, Yellow, Magenta Ink Cartridges, High Yield (5209B001)
Canon	MG2120 PIXMA	5207B001	Canon PG-240 Black Ink Cartridge (5207B001)
Canon	MG2120 PIXMA	5208B001	Canon CL-241XL Colour Ink Cartridge, High-Yield (5208B001)
Canon	MG2120 PIXMA	5209B001.	Canon CL-241 Colour Ink Cartridge (5209B001)
Canon	MG2120 PIXMA	PG240XXL	Canon PG-240XXL Black Ink Cartridge, Extra High-Yield
Canon	MG2120 PIXMA	5206B020	Canon PG-240XL/C241XL High-Yield Ink Cartridges, Black and Colour, 2 Pack
Canon	MG2120 PIXMA	PG-240XL	Canon PG-240XL High-Yield Black Ink Cartridge
Canon	MG2120 PIXMA	5206B008	Canon PG-240XL Black Twin Ink Value Pack (5206B008)
Canon	MG2220 Pixma
Canon	MG2220 Pixma
Canon	MG2220 Pixma	IJCL241XL	fuzion Remanufactured Canon CL241XL Cyan, Yellow, Magenta Ink Cartridges, High Yield (5209B001)
Canon	MG2220 Pixma	5206B008	Canon PG-240XL Black Twin Ink Value Pack (5206B008)
Canon	MG2400 PIXMA
Canon	MG2420 PIXMA
Canon	MG2420 PIXMA
Canon	MG2420 PIXMA	8278B001	Canon PG-245XL Black Ink Cartridge, High Yield (8278B001)
Canon	MG2420 PIXMA	8278B006	Canon PG-245XL/CL-246XL Ink Cartridges, Black and Colour, 2 Pack
Canon	MG2420 PIXMA	8280B001	Canon CL-246XL Colour Ink Cartridge (8280B001), High Yield
Canon	MG2420 PIXMA	8279B001	Canon PG-245 Black Ink Cartridge (8279B001)
Canon	MG2420 PIXMA	8281B001	Canon CL-246 Colour Ink Cartridge (8281B001)
Canon	MG2520 PIXMA
Canon	MG2520 PIXMA
Canon	MG2520 PIXMA	8278B001	Canon PG-245XL Black Ink Cartridge, High Yield (8278B001)
Canon	MG2520 PIXMA	8278B006	Canon PG-245XL/CL-246XL Ink Cartridges, Black and Colour, 2 Pack
Canon	MG2520 PIXMA	8280B001	Canon CL-246XL Colour Ink Cartridge (8280B001), High Yield
Canon	MG2520 PIXMA	8278B010	Canon PG-245XL Black Twin Ink Value Pack (8278B010)
Canon	MG2520 PIXMA	8279B001	Canon PG-245 Black Ink Cartridge (8279B001)
Canon	MG2520 PIXMA	8281B001	Canon CL-246 Colour Ink Cartridge (8281B001)
Canon	MG2520 PIXMA	8279B006	Canon PG-245 Black Twin Ink Value Pack (8279B006)
Canon	MG2525
Canon	MG2525
Canon	MG2525	8278B001	Canon PG-245XL Black Ink Cartridge, High Yield (8278B001)
Canon	MG2525	8280B001	Canon CL-246XL Colour Ink Cartridge (8280B001), High Yield
Canon	MG2525	8278B010	Canon PG-245XL Black Twin Ink Value Pack (8278B010)
Canon	MG2525	8279B001	Canon PG-245 Black Ink Cartridge (8279B001)
Canon	MG2525	8281B001	Canon CL-246 Colour Ink Cartridge (8281B001)
Canon	MG2525	1287C001	Canon PG-243 Black Ink Cartridge (1287C001)
Canon	MG2525	8279B006	Canon PG-245 Black Twin Ink Value Pack (8279B006)
Canon	MG2525	1288C001	Canon CL-244 Colour Ink Cartridge (1288C001)
Canon	MG2900
Canon	MG2920
Canon	MG2920
Canon	MG2920	8278B010	Canon PG-245XL Black Twin Ink Value Pack (8278B010)
Canon	MG2920	8279B006	Canon PG-245 Black Twin Ink Value Pack (8279B006)
Canon	MG2922
Canon	MG2922
Canon	MG2924
Canon	MG2924
Canon	MG2929	8278B010	Canon PG-245XL Black Twin Ink Value Pack (8278B010)
Canon	MG2929	8279B006	Canon PG-245 Black Twin Ink Value Pack (8279B006)
Canon	MG3020
Canon	MG3020
Canon	MG3020	8278B001	Canon PG-245XL Black Ink Cartridge, High Yield (8278B001)
Canon	MG3020	8280B001	Canon CL-246XL Colour Ink Cartridge (8280B001), High Yield
Canon	MG3020	8278B010	Canon PG-245XL Black Twin Ink Value Pack (8278B010)
Canon	MG3020	8279B001	Canon PG-245 Black Ink Cartridge (8279B001)
Canon	MG3020	8281B001	Canon CL-246 Colour Ink Cartridge (8281B001)
Canon	MG3020	1287C001	Canon PG-243 Black Ink Cartridge (1287C001)
Canon	MG3020	8279B006	Canon PG-245 Black Twin Ink Value Pack (8279B006)
Canon	MG3020	1288C001	Canon CL-244 Colour Ink Cartridge (1288C001)
Canon	MG3029	8278B001	Canon PG-245XL Black Ink Cartridge, High Yield (8278B001)
Canon	MG3029	8280B001	Canon CL-246XL Colour Ink Cartridge (8280B001), High Yield
Canon	MG3029	8278B010	Canon PG-245XL Black Twin Ink Value Pack (8278B010)
Canon	MG3029	8279B001	Canon PG-245 Black Ink Cartridge (8279B001)
Canon	MG3029	8281B001	Canon CL-246 Colour Ink Cartridge (8281B001)
Canon	MG3029	1287C001	Canon PG-243 Black Ink Cartridge (1287C001)
Canon	MG3029	8279B006	Canon PG-245 Black Twin Ink Value Pack (8279B006)
Canon	MG3029	1288C001	Canon CL-244 Colour Ink Cartridge (1288C001)
Canon	MG3120 PIXMA
Canon	MG3120 PIXMA
Canon	MG3120 PIXMA	IJCL241XL	fuzion Remanufactured Canon CL241XL Cyan, Yellow, Magenta Ink Cartridges, High Yield (5209B001)
Canon	MG3120 PIXMA	5208B001	Canon CL-241XL Colour Ink Cartridge, High-Yield (5208B001)
Canon	MG3120 PIXMA	5209B001.	Canon CL-241 Colour Ink Cartridge (5209B001)
Canon	MG3120 PIXMA	PG240XXL	Canon PG-240XXL Black Ink Cartridge, Extra High-Yield
Canon	MG3120 PIXMA	5206B020	Canon PG-240XL/C241XL High-Yield Ink Cartridges, Black and Colour, 2 Pack
Canon	MG3120 PIXMA	PG-240XL	Canon PG-240XL High-Yield Black Ink Cartridge
Canon	MG3120 PIXMA	5206B008	Canon PG-240XL Black Twin Ink Value Pack (5206B008)
Canon	MG3122 Pixma	IJCL241XL	fuzion Remanufactured Canon CL241XL Cyan, Yellow, Magenta Ink Cartridges, High Yield (5209B001)
Canon	MG3200 Pixma	IJCL241XL	fuzion Remanufactured Canon CL241XL Cyan, Yellow, Magenta Ink Cartridges, High Yield (5209B001)
Canon	MG3220Pixma
Canon	MG3220Pixma
Canon	MG3220Pixma	IJCL241XL	fuzion Remanufactured Canon CL241XL Cyan, Yellow, Magenta Ink Cartridges, High Yield (5209B001)
Canon	MG3220Pixma	5206B008	Canon PG-240XL Black Twin Ink Value Pack (5206B008)
Canon	MG3222 Pixma
Canon	MG3520 Pixma
Canon	MG3520 Pixma
Canon	MG3520 Pixma	IJCL241XL	fuzion Remanufactured Canon CL241XL Cyan, Yellow, Magenta Ink Cartridges, High Yield (5209B001)
Canon	MG3520 Pixma	5206B008	Canon PG-240XL Black Twin Ink Value Pack (5206B008)
Canon	MG3620 PIXMA	5206B008	Canon PG-240XL Black Twin Ink Value Pack (5206B008)
Canon	MG4120 PIXMA
Canon	MG4120 PIXMA
Canon	MG4120 PIXMA	IJCL241XL	fuzion Remanufactured Canon CL241XL Cyan, Yellow, Magenta Ink Cartridges, High Yield (5209B001)
Canon	MG4120 PIXMA	5207B001	Canon PG-240 Black Ink Cartridge (5207B001)
Canon	MG4120 PIXMA	5208B001	Canon CL-241XL Colour Ink Cartridge, High-Yield (5208B001)
Canon	MG4120 PIXMA	5209B001.	Canon CL-241 Colour Ink Cartridge (5209B001)
Canon	MG4120 PIXMA	PG240XXL	Canon PG-240XXL Black Ink Cartridge, Extra High-Yield
Canon	MG4120 PIXMA	5206B020	Canon PG-240XL/C241XL High-Yield Ink Cartridges, Black and Colour, 2 Pack
Canon	MG4120 PIXMA	PG-240XL	Canon PG-240XL High-Yield Black Ink Cartridge
Canon	MG4120 PIXMA	5206B008	Canon PG-240XL Black Twin Ink Value Pack (5206B008)
Canon	MG4220 PIXMA
Canon	MG4220 PIXMA
Canon	MG4220 PIXMA	IJCL241XL	fuzion Remanufactured Canon CL241XL Cyan, Yellow, Magenta Ink Cartridges, High Yield (5209B001)
Canon	MG4220 PIXMA	5206B008	Canon PG-240XL Black Twin Ink Value Pack (5206B008)
Canon	MG5120 PIXMA
Canon	MG5120 PIXMA
Canon	MG5120 PIXMA
Canon	MG5120 PIXMA
Canon	MG5120 PIXMA
Canon	MG5120 PIXMA
Canon	MG5120 PIXMA	4546B008AA	Canon CLI-226 Ink Cartridges, Black and Colour, 4 Pack
Canon	MG5210	IJPGI225K	fuzion New Compatible Canon PGI225 Photo Black Ink Cartridges, Standard Yield (4530B014AA)
Canon	MG5210	IJPGI2252PKS	fuzion Canon PGI-225 New Compatible High Yield Inkjet Cartridge, Black, 2 Pack (4530B005)
Canon	MG5220 PIXMA
Canon	MG5220 PIXMA
Canon	MG5220 PIXMA
Canon	MG5220 PIXMA
Canon	MG5220 PIXMA
Canon	MG5220 PIXMA
Canon	MG5220 PIXMA	4530B001	Canon PGI-225 Black Ink Tank
Canon	MG5220 PIXMA	4530B014AA	Canon PGI-225 Black Ink Tanks, Twin Pack
Canon	MG5220 PIXMA	4546B008AA	Canon CLI-226 Ink Cartridges, Black and Colour, 4 Pack
Canon	MG5220 PIXMA	CLI-226C	Canon CLI-226C Cyan Ink Tank
Canon	MG5220 PIXMA	4548B001	Canon CLI-226M Magenta Ink Tank
Canon	MG5220 PIXMA	4550B001	Canon CLI-226GY Grey Ink Tank
Canon	MG5220 PIXMA	CLI-226Y	Canon CLI-226Y Yellow Ink Tank
Canon	MG5220 PIXMA	CLI-226BK	Canon CLI-226 Black Ink Tank
Canon	MG5320 PIXMA
Canon	MG5320 PIXMA
Canon	MG5320 PIXMA
Canon	MG5320 PIXMA
Canon	MG5320 PIXMA
Canon	MG5320 PIXMA
Canon	MG5320 PIXMA	4530B001	Canon PGI-225 Black Ink Tank
Canon	MG5320 PIXMA	4530B014AA	Canon PGI-225 Black Ink Tanks, Twin Pack
Canon	MG5320 PIXMA	4546B008AA	Canon CLI-226 Ink Cartridges, Black and Colour, 4 Pack
Canon	MG5320 PIXMA	CLI-226C	Canon CLI-226C Cyan Ink Tank
Canon	MG5320 PIXMA	4548B001	Canon CLI-226M Magenta Ink Tank
Canon	MG5320 PIXMA	CLI-226Y	Canon CLI-226Y Yellow Ink Tank
Canon	MG5320 PIXMA	CLI-226BK	Canon CLI-226 Black Ink Tank
Canon	MG5420 PIXMA	IJPGI250XLK	fuzion New Compatible Canon PGI250XL Photo Black Ink Cartridges, High Yield (6432B010)
Canon	MG5420 PIXMA	IJCLI251XLC	fuzion New Compatible Canon PGI251XL Cyan Ink Cartridges, High Yield (6449B001)
Canon	MG5420 PIXMA	IJPGI250XL2PKS	fuzion Canon PGI-250XL New Compatible High Yield Inkjet Cartridge, Black, 2 Pack (6432B010)
Canon	MG5420 PIXMA
Canon	MG5420 PIXMA	6432B001	Canon PGI-250XL Black Ink Tank, High-Yield
Canon	MG5420 PIXMA	6432B010	Canon PGI-250XL Black Ink Tank, Twin Pack
Canon	MG5420 PIXMA	6513B009	Canon CLI-251 Black & Colour Ink Cartridges Value Pack (6513B009)
Canon	MG5420 PIXMA	6514B001	Canon CLI-251 Cyan Ink Tank (6514B001)
Canon	MG5420 PIXMA	6516B001	Canon CLI-251 Yellow Ink Tank (6516B001)
Canon	MG5420 PIXMA	6513B001	Canon CLI-251 Black Ink Tank (6513B001)
Canon	MG5420 PIXMA	6497B001	Canon PGI-250 Black Ink Tank (6497B001)
Canon	MG5420 PIXMA	6449B001	Canon CLI-251XL Cyan Ink Tank, High-Yield
Canon	MG5420 PIXMA	6450B001	Canon CLI-251XL Magenta Ink Tank, High-Yield
Canon	MG5420 PIXMA	6451B001	Canon CLI-251XL Yellow Ink Tank, High-Yield
Canon	MG5420 PIXMA	6448B001	Canon CL-251XL Black Ink Tank
Canon	MG5420 PIXMA	6452B001	Canon CLI-251XL Gray Ink Tank, High-Yield
Canon	MG5422 PIXMA
Canon	MG5520 PIXMA	IJPGI250XLK	fuzion New Compatible Canon PGI250XL Photo Black Ink Cartridges, High Yield (6432B010)
Canon	MG5520 PIXMA
Canon	MG5520 PIXMA	6432B001	Canon PGI-250XL Black Ink Tank, High-Yield
Canon	MG5520 PIXMA	6432B010	Canon PGI-250XL Black Ink Tank, Twin Pack
Canon	MG5520 PIXMA	6513B009	Canon CLI-251 Black & Colour Ink Cartridges Value Pack (6513B009)
Canon	MG5520 PIXMA	6497B001	Canon PGI-250 Black Ink Tank (6497B001)
Canon	MG5520 PIXMA	6449B001	Canon CLI-251XL Cyan Ink Tank, High-Yield
Canon	MG5520 PIXMA	6450B001	Canon CLI-251XL Magenta Ink Tank, High-Yield
Canon	MG5520 PIXMA	6451B001	Canon CLI-251XL Yellow Ink Tank, High-Yield
Canon	MG5520 PIXMA	6448B001	Canon CL-251XL Black Ink Tank
Canon	MG5522 PIXMA
Canon	MG5620 Pixma	IJPGI250XLK	fuzion New Compatible Canon PGI250XL Photo Black Ink Cartridges, High Yield (6432B010)
Canon	MG5620 Pixma	6432B001	Canon PGI-250XL Black Ink Tank, High-Yield
Canon	MG5620 Pixma	6432B010	Canon PGI-250XL Black Ink Tank, Twin Pack
Canon	MG5620 Pixma	6513B009	Canon CLI-251 Black & Colour Ink Cartridges Value Pack (6513B009)
Canon	MG5620 Pixma	6497B001	Canon PGI-250 Black Ink Tank (6497B001)
Canon	MG5620 Pixma	6449B001	Canon CLI-251XL Cyan Ink Tank, High-Yield
Canon	MG5620 Pixma	6450B001	Canon CLI-251XL Magenta Ink Tank, High-Yield
Canon	MG5620 Pixma	6451B001	Canon CLI-251XL Yellow Ink Tank, High-Yield
Canon	MG5620 Pixma	6448B001	Canon CL-251XL Black Ink Tank
Canon	MG5620 Pixma	6452B001	Canon CLI-251XL Gray Ink Tank, High-Yield
Canon	MG5720	IJPGI270XL2PKS	fuzion Canon PGI-270XL New Compatible High Yield Inkjet Cartridge, Black, 2 Pack (0319C009)
Canon	MG5720	IJCLI271XLSET	fuzion Canon CLI-271XL New Compatible High Yield Inkjet Cartridge Set, CMYK, 4 Pack (0390C006)
Canon	MG5720	0319C001	Canon PGI-270XL Pigment Black Ink Tank
Canon	MG5720	0319C009	Canon PGI-270XL PGBK Black Twin Ink Value Pack
Canon	MG5720	0390C006	Canon CLI-271 CMYK Assorted Ink Value Pack
Canon	MG5721	IJPGI270XL2PKS	fuzion Canon PGI-270XL New Compatible High Yield Inkjet Cartridge, Black, 2 Pack (0319C009)
Canon	MG5721	IJCLI271XLSET	fuzion Canon CLI-271XL New Compatible High Yield Inkjet Cartridge Set, CMYK, 4 Pack (0390C006)
Canon	MG5721	0373C001	Canon PGI-270 Pigment Black Ink Tank
Canon	MG5721	0319C001	Canon PGI-270XL Pigment Black Ink Tank
Canon	MG5721	0319C009	Canon PGI-270XL PGBK Black Twin Ink Value Pack
Canon	MG5721	0337C001	Canon CLI-271XL Cyan Ink Tank
Canon	MG5721	0338C001	Canon CLI-271XL Magenta Ink Tank
Canon	MG5721	0336C001	Canon CLI-271XL Black Ink Tank
Canon	MG5721	0339C001	Canon CLI-271XL Yellow Ink Tank
Canon	MG5721	0390C006	Canon CLI-271 CMYK Assorted Ink Value Pack
Canon	MG5721	0391C001	Canon CLI-271 Cyan Ink Tank
Canon	MG5721	0392C001	Canon CLI-271 Magenta Ink Tank
Canon	MG5721	0390C001	Canon CLI-271 Black Ink Tank
Canon	MG5721	0393C001	Canon CLI-271 Yellow Ink Tank
Canon	MG5722	IJPGI270XL2PKS	fuzion Canon PGI-270XL New Compatible High Yield Inkjet Cartridge, Black, 2 Pack (0319C009)
Canon	MG5722	IJCLI271XLSET	fuzion Canon CLI-271XL New Compatible High Yield Inkjet Cartridge Set, CMYK, 4 Pack (0390C006)
Canon	MG5722	0373C001	Canon PGI-270 Pigment Black Ink Tank
Canon	MG5722	0319C001	Canon PGI-270XL Pigment Black Ink Tank
Canon	MG5722	0319C009	Canon PGI-270XL PGBK Black Twin Ink Value Pack
Canon	MG5722	0337C001	Canon CLI-271XL Cyan Ink Tank
Canon	MG5722	0338C001	Canon CLI-271XL Magenta Ink Tank
Canon	MG5722	0336C001	Canon CLI-271XL Black Ink Tank
Canon	MG5722	0339C001	Canon CLI-271XL Yellow Ink Tank
Canon	MG5722	0390C006	Canon CLI-271 CMYK Assorted Ink Value Pack
Canon	MG5722	0391C001	Canon CLI-271 Cyan Ink Tank
Canon	MG5722	0392C001	Canon CLI-271 Magenta Ink Tank
Canon	MG5722	0390C001	Canon CLI-271 Black Ink Tank
Canon	MG5722	0393C001	Canon CLI-271 Yellow Ink Tank
Canon	MG5723	0338C001	Canon CLI-271XL Magenta Ink Tank
Canon	MG5724	0339C001	Canon CLI-271XL Yellow Ink Tank
Canon	MG5726	0373C001	Canon PGI-270 Pigment Black Ink Tank
Canon	MG5726	0390C001	Canon CLI-271 Black Ink Tank
Canon	MG5728	0391C001	Canon CLI-271 Cyan Ink Tank
Canon	MG5729	0392C001	Canon CLI-271 Magenta Ink Tank
Canon	MG5730	0393C001	Canon CLI-271 Yellow Ink Tank
Canon	MG6120 PIXMA
Canon	MG6120 PIXMA
Canon	MG6120 PIXMA
Canon	MG6120 PIXMA
Canon	MG6120 PIXMA
Canon	MG6120 PIXMA
Canon	MG6120 PIXMA	4530B001	Canon PGI-225 Black Ink Tank
Canon	MG6120 PIXMA	4530B014AA	Canon PGI-225 Black Ink Tanks, Twin Pack
Canon	MG6120 PIXMA	4546B008AA	Canon CLI-226 Ink Cartridges, Black and Colour, 4 Pack
Canon	MG6120 PIXMA	CLI-226C	Canon CLI-226C Cyan Ink Tank
Canon	MG6120 PIXMA	4548B001	Canon CLI-226M Magenta Ink Tank
Canon	MG6120 PIXMA	4550B001	Canon CLI-226GY Grey Ink Tank
Canon	MG6120 PIXMA	CLI-226Y	Canon CLI-226Y Yellow Ink Tank
Canon	MG6120 PIXMA	CLI-226BK	Canon CLI-226 Black Ink Tank
Canon	MG6210	IJPGI225K	fuzion New Compatible Canon PGI225 Photo Black Ink Cartridges, Standard Yield (4530B014AA)
Canon	MG6210	IJPGI2252PKS	fuzion Canon PGI-225 New Compatible High Yield Inkjet Cartridge, Black, 2 Pack (4530B005)
Canon	MG6220 PIXMA
Canon	MG6220 PIXMA
Canon	MG6220 PIXMA
Canon	MG6220 PIXMA
Canon	MG6220 PIXMA
Canon	MG6220 PIXMA
Canon	MG6220 PIXMA	4530B001	Canon PGI-225 Black Ink Tank
Canon	MG6220 PIXMA	4530B014AA	Canon PGI-225 Black Ink Tanks, Twin Pack
Canon	MG6220 PIXMA	4546B008AA	Canon CLI-226 Ink Cartridges, Black and Colour, 4 Pack
Canon	MG6220 PIXMA	CLI-226C	Canon CLI-226C Cyan Ink Tank
Canon	MG6220 PIXMA	4548B001	Canon CLI-226M Magenta Ink Tank
Canon	MG6220 PIXMA	4550B001	Canon CLI-226GY Grey Ink Tank
Canon	MG6220 PIXMA	CLI-226BK	Canon CLI-226 Black Ink Tank
Canon	MG6320	IJCLI251XLC	fuzion New Compatible Canon PGI251XL Cyan Ink Cartridges, High Yield (6449B001)
Canon	MG6320	IJPGI250XL2PKS	fuzion Canon PGI-250XL New Compatible High Yield Inkjet Cartridge, Black, 2 Pack (6432B010)
Canon	MG6320
Canon	MG6320 PIXMA	IJPGI250XLK	fuzion New Compatible Canon PGI250XL Photo Black Ink Cartridges, High Yield (6432B010)
Canon	MG6320 PIXMA	6432B001	Canon PGI-250XL Black Ink Tank, High-Yield
Canon	MG6320 PIXMA	6432B010	Canon PGI-250XL Black Ink Tank, Twin Pack
Canon	MG6320 PIXMA	6513B009	Canon CLI-251 Black & Colour Ink Cartridges Value Pack (6513B009)
Canon	MG6320 PIXMA	6514B001	Canon CLI-251 Cyan Ink Tank (6514B001)
Canon	MG6320 PIXMA	6516B001	Canon CLI-251 Yellow Ink Tank (6516B001)
Canon	MG6320 PIXMA	6513B001	Canon CLI-251 Black Ink Tank (6513B001)
Canon	MG6320 PIXMA	6517B001	Canon CLI-251 Grey Ink Tank (6517B001)
Canon	MG6320 PIXMA	6497B001	Canon PGI-250 Black Ink Tank (6497B001)
Canon	MG6320 PIXMA	6449B001	Canon CLI-251XL Cyan Ink Tank, High-Yield
Canon	MG6320 PIXMA	6450B001	Canon CLI-251XL Magenta Ink Tank, High-Yield
Canon	MG6320 PIXMA	6451B001	Canon CLI-251XL Yellow Ink Tank, High-Yield
Canon	MG6320 PIXMA	6448B001	Canon CL-251XL Black Ink Tank
Canon	MG6320 PIXMA	6452B001	Canon CLI-251XL Gray Ink Tank, High-Yield
Canon	MG6420 PIXMA	IJPGI250XLK	fuzion New Compatible Canon PGI250XL Photo Black Ink Cartridges, High Yield (6432B010)
Canon	MG6420 PIXMA	IJPGI250XL2PKS	fuzion Canon PGI-250XL New Compatible High Yield Inkjet Cartridge, Black, 2 Pack (6432B010)
Canon	MG6420 PIXMA
Canon	MG6420 PIXMA	6432B001	Canon PGI-250XL Black Ink Tank, High-Yield
Canon	MG6420 PIXMA	6432B010	Canon PGI-250XL Black Ink Tank, Twin Pack
Canon	MG6420 PIXMA	6513B009	Canon CLI-251 Black & Colour Ink Cartridges Value Pack (6513B009)
Canon	MG6420 PIXMA	6497B001	Canon PGI-250 Black Ink Tank (6497B001)
Canon	MG6420 PIXMA	6449B001	Canon CLI-251XL Cyan Ink Tank, High-Yield
Canon	MG6420 PIXMA	6450B001	Canon CLI-251XL Magenta Ink Tank, High-Yield
Canon	MG6420 PIXMA	6451B001	Canon CLI-251XL Yellow Ink Tank, High-Yield
Canon	MG6420 PIXMA	6448B001	Canon CL-251XL Black Ink Tank
Canon	MG6620 Pixma	IJPGI250XLK	fuzion New Compatible Canon PGI250XL Photo Black Ink Cartridges, High Yield (6432B010)
Canon	MG6620 Pixma	IJPGI250XL2PKS	fuzion Canon PGI-250XL New Compatible High Yield Inkjet Cartridge, Black, 2 Pack (6432B010)
Canon	MG6620 Pixma
Canon	MG6620 Pixma	6432B001	Canon PGI-250XL Black Ink Tank, High-Yield
Canon	MG6620 Pixma	6432B010	Canon PGI-250XL Black Ink Tank, Twin Pack
Canon	MG6620 Pixma	6513B009	Canon CLI-251 Black & Colour Ink Cartridges Value Pack (6513B009)
Canon	MG6620 Pixma	6497B001	Canon PGI-250 Black Ink Tank (6497B001)
Canon	MG6620 Pixma	6449B001	Canon CLI-251XL Cyan Ink Tank, High-Yield
Canon	MG6620 Pixma	6450B001	Canon CLI-251XL Magenta Ink Tank, High-Yield
Canon	MG6620 Pixma	6451B001	Canon CLI-251XL Yellow Ink Tank, High-Yield
Canon	MG6620 Pixma	6448B001	Canon CL-251XL Black Ink Tank
Canon	MG6620 Pixma	6452B001	Canon CLI-251XL Gray Ink Tank, High-Yield
Canon	MG6820	IJPGI270XL2PKS	fuzion Canon PGI-270XL New Compatible High Yield Inkjet Cartridge, Black, 2 Pack (0319C009)
Canon	MG6820	IJCLI271XLSET	fuzion Canon CLI-271XL New Compatible High Yield Inkjet Cartridge Set, CMYK, 4 Pack (0390C006)
Canon	MG6820	0373C001	Canon PGI-270 Pigment Black Ink Tank
Canon	MG6820	0319C001	Canon PGI-270XL Pigment Black Ink Tank
Canon	MG6820	0319C009	Canon PGI-270XL PGBK Black Twin Ink Value Pack
Canon	MG6820	0337C001	Canon CLI-271XL Cyan Ink Tank
Canon	MG6820	0338C001	Canon CLI-271XL Magenta Ink Tank
Canon	MG6820	0336C001	Canon CLI-271XL Black Ink Tank
Canon	MG6820	0339C001	Canon CLI-271XL Yellow Ink Tank
Canon	MG6820	0390C006	Canon CLI-271 CMYK Assorted Ink Value Pack
Canon	MG6820	0391C001	Canon CLI-271 Cyan Ink Tank
Canon	MG6820	0392C001	Canon CLI-271 Magenta Ink Tank
Canon	MG6820	0390C001	Canon CLI-271 Black Ink Tank
Canon	MG6820	0393C001	Canon CLI-271 Yellow Ink Tank
Canon	MG6821	IJPGI270XL2PKS	fuzion Canon PGI-270XL New Compatible High Yield Inkjet Cartridge, Black, 2 Pack (0319C009)
Canon	MG6821	IJCLI271XLSET	fuzion Canon CLI-271XL New Compatible High Yield Inkjet Cartridge Set, CMYK, 4 Pack (0390C006)
Canon	MG6821	0373C001	Canon PGI-270 Pigment Black Ink Tank
Canon	MG6821	0319C001	Canon PGI-270XL Pigment Black Ink Tank
Canon	MG6821	0319C009	Canon PGI-270XL PGBK Black Twin Ink Value Pack
Canon	MG6821	0337C001	Canon CLI-271XL Cyan Ink Tank
Canon	MG6821	0338C001	Canon CLI-271XL Magenta Ink Tank
Canon	MG6821	0336C001	Canon CLI-271XL Black Ink Tank
Canon	MG6821	0339C001	Canon CLI-271XL Yellow Ink Tank
Canon	MG6821	0390C006	Canon CLI-271 CMYK Assorted Ink Value Pack
Canon	MG6821	0391C001	Canon CLI-271 Cyan Ink Tank
Canon	MG6821	0392C001	Canon CLI-271 Magenta Ink Tank
Canon	MG6821	0390C001	Canon CLI-271 Black Ink Tank
Canon	MG6821	0393C001	Canon CLI-271 Yellow Ink Tank
Canon	MG6822	IJPGI270XL2PKS	fuzion Canon PGI-270XL New Compatible High Yield Inkjet Cartridge, Black, 2 Pack (0319C009)
Canon	MG6822	IJCLI271XLSET	fuzion Canon CLI-271XL New Compatible High Yield Inkjet Cartridge Set, CMYK, 4 Pack (0390C006)
Canon	MG6822	0373C001	Canon PGI-270 Pigment Black Ink Tank
